Area Name,Area Code,Value,Year
Shropshire,E06000051,1881,2009
Slough,E06000039,2691,2009
Solihull,E08000029,2000,2009
South Bucks,E07000006,600,2009
South Cambridgeshire,E07000012,740,2009
South Derbyshire,E07000039,696,2009
South Gloucestershire,E06000025,2153,2009
South Holland,E07000140,727,2009
South Kesteven,E07000141,1148,2009
South Lakeland,E07000031,644,2009
South Norfolk,E07000149,502,2009
South Oxfordshire,E07000179,897,2009
South Ribble,E07000126,959,2009
South Staffordshire,E07000196,745,2009
South Tyneside,E08000023,1311,2009
Southampton,E06000045,5620,2009
Southend-on-Sea,E06000033,2126,2009
Southwark,E09000028,5783,2009
Spelthorne,E07000213,974,2009
St Albans,E07000240,808,2009
St. Helens,E08000013,1152,2009
Stafford,E07000197,1542,2009
Staffordshire Moorlands,E07000198,931,2009
Stevenage,E07000243,1105,2009
Stockport,E08000007,2048,2009
Stockton-on-Tees,E06000004,1848,2009
Stoke-on-Trent,E06000021,5440,2009
Stroud,E07000082,869,2009
Suffolk Coastal,E07000205,757,2009
Sunderland,E08000024,3062,2009
Surrey Heath,E07000214,680,2009
Sutton,E09000029,2078,2009
Swale,E07000113,1576,2009
Swindon,E06000030,2754,2009
Tameside,E08000008,2754,2009
Tamworth,E07000199,1204,2009
Tandridge,E07000215,555,2009
Telford and Wrekin,E06000020,1656,2009
Tendring,E07000076,1530,2009
Test Valley,E07000093,1104,2009
Tewkesbury,E07000083,422,2009
Thanet,E07000114,2118,2009
Three Rivers,E07000102,330,2009
Thurrock,E06000034,1518,2009
Tonbridge and Malling,E07000115,786,2009
Torbay,E06000027,1743,2009
Tower Hamlets,E09000030,4218,2009
Trafford,E08000009,1697,2009
Tunbridge Wells,E07000116,831,2009
Uttlesford,E07000077,364,2009
Vale of White Horse,E07000180,748,2009
Wakefield,E08000036,3924,2009
Walsall,E08000030,3033,2009
Waltham Forest,E09000031,3676,2009
Wandsworth,E09000032,3979,2009
Warrington,E06000007,2136,2009
Watford,E07000103,924,2009
Waveney,E07000206,1296,2009
Waverley,E07000216,639,2009
Wealden,E07000065,551,2009
Wellingborough,E07000156,894,2009
Welwyn Hatfield,E07000241,992,2009
West Berkshire,E06000037,1664,2009
West Lancashire,E07000127,979,2009
West Lindsey,E07000142,557,2009
West Oxfordshire,E07000181,749,2009
Westminster,E09000033,5715,2009
Wigan,E08000010,2968,2009
Wiltshire,E06000054,3836,2009
Winchester,E07000094,1071,2009
Windsor and Maidenhead,E06000040,1665,2009
Wirral,E08000015,2273,2009
Woking,E07000217,1008,2009
Wokingham,E06000041,909,2009
Wolverhampton,E08000031,3363,2009
Worthing,E07000229,1290,2009
Wycombe,E07000007,1817,2009
Wyre,E07000128,1021,2009
York,E06000014,1890,2009
Adur,E07000223,495,2010
Allerdale,E07000026,762,2010
Amber Valley,E07000032,1171,2010
Arun,E07000224,1627,2010
Ashfield,E07000170,1387,2010
Ashford,E07000105,920,2010
Aylesbury Vale,E07000004,1335,2010
Barking and Dagenham,E09000002,3209,2010
Barnet,E09000003,2985,2010
Barnsley,E08000016,1844,2010
Barrow-in-Furness,E07000027,858,2010
Basildon,E07000066,1818,2010
Basingstoke and Deane,E07000084,1613,2010
Bassetlaw,E07000171,930,2010
Bath and North East Somerset,E06000022,1691,2010
Bedford,E06000055,2061,2010
Bexley,E09000004,2019,2010
Birmingham,E08000025,13208,2010
Blaby,E07000129,575,2010
Blackburn with Darwen,E06000008,1816,2010
Blackpool,E06000009,3728,2010
Bolsover,E07000033,764,2010
Bolton,E08000001,2494,2010
Boston,E07000136,693,2010
Bournemouth,E06000028,3196,2010
Bracknell Forest,E06000036,1100,2010
Bradford,E08000032,4808,2010
Braintree,E07000067,909,2010
Breckland,E07000143,954,2010
Brent,E09000005,4541,2010
Brentwood,E07000068,545,2010
Brighton and Hove,E06000043,3625,2010
Bristol City of,E06000023,7651,2010
Broadland,E07000144,526,2010
Bromley,E09000006,3138,2010
Broxbourne,E07000095,761,2010
Burnley,E07000117,1107,2010
Bury,E08000002,1627,2010
Calderdale,E08000033,1943,2010
Cambridge,E07000008,1674,2010
Camden,E09000007,3876,2010
Cannock Chase,E07000192,1403,2010
Canterbury,E07000106,1351,2010
Carlisle,E07000028,1259,2010
Castle Point,E07000069,568,2010
Central Bedfordshire,E06000056,1848,2010
Charnwood,E07000130,1623,2010
Chelmsford,E07000070,1424,2010
Cheltenham,E07000078,1137,2010
Cherwell,E07000177,1314,2010
Cheshire East,E06000049,3064,2010
Cheshire West and Chester,E06000050,3348,2010
Chesterfield,E07000034,1557,2010
Chichester,E07000225,878,2010
Chiltern,E07000005,585,2010
Chorley,E07000118,1021,2010
City of London,E09000001,446,2010
Colchester,E07000071,1926,2010
Copeland,E07000029,683,2010
Corby,E07000150,924,2010
Cornwall,E06000052,4336,2010
Cotswold,E07000079,501,2010
County Durham,E06000047,3836,2010
Coventry,E08000026,3959,2010
Crawley,E07000226,1209,2010
Croydon,E09000008,4674,2010
Dacorum,E07000096,878,2010
Darlington,E06000005,1080,2010
Derby,E06000015,4495,2010
Derbyshire Dales,E07000035,450,2010
Doncaster,E08000017,3249,2010
Dover,E07000108,1138,2010
Dudley,E08000027,2234,2010
Ealing,E09000009,5039,2010
East Cambridgeshire,E07000009,419,2010
East Hampshire,E07000085,796,2010
East Hertfordshire,E07000242,721,2010
East Lindsey,E07000137,1337,2010
East Northamptonshire,E07000152,585,2010
East Riding of Yorkshire,E06000011,2767,2010
East Staffordshire,E07000193,1148,2010
Eastbourne,E07000061,1370,2010
Eastleigh,E07000086,1133,2010
Eden,E07000030,241,2010
Elmbridge,E07000207,957,2010
Enfield,E09000010,3238,2010
Epping Forest,E07000072,1052,2010
Epsom and Ewell,E07000208,623,2010
Erewash,E07000036,1338,2010
Exeter,E07000041,1327,2010
Fareham,E07000087,912,2010
Fenland,E07000010,1047,2010
Forest of Dean,E07000080,506,2010
Fylde,E07000119,526,2010
Gateshead,E08000037,1221,2010
Gloucester,E07000081,1643,2010
Gosport,E07000088,1285,2010
Great Yarmouth,E07000145,1432,2010
Greenwich,E09000011,3993,2010
Guildford,E07000209,1370,2010
Hackney,E09000012,3986,2010
Halton,E06000006,1637,2010
Hammersmith and Fulham,E09000013,3151,2010
Harborough,E07000131,411,2010
Haringey,E09000014,3735,2010
Harlow,E07000073,1235,2010
Harrow,E09000015,2018,2010
Hart,E07000089,523,2010
Hartlepool,E06000001,1228,2010
Hastings,E07000062,1327,2010
Havant,E07000090,1777,2010
Havering,E09000016,2563,2010
Herefordshire County of,E06000019,1584,2010
Hertsmere,E07000098,530,2010
High Peak,E07000037,885,2010
Hillingdon,E09000017,3480,2010
Hinckley and Bosworth,E07000132,748,2010
Horsham,E07000227,547,2010
Hounslow,E09000018,3843,2010
Huntingdonshire,E07000011,1248,2010
Hyndburn,E07000120,895,2010
Ipswich,E07000202,2175,2010
Isle of Wight,E06000046,1897,2010
Isles of Scilly,E06000053,3,2010
Islington,E09000019,3669,2010
Kensington and Chelsea,E09000020,1968,2010
Kettering,E07000153,1064,2010
King`s Lynn and West Norfolk,E07000146,1167,2010
Kingston upon Hull City of,E06000010,4266,2010
Kingston upon Thames,E09000021,1837,2010
Kirklees,E08000034,3801,2010
Knowsley,E08000011,805,2010
Lambeth,E09000022,5525,2010
Lancaster,E07000121,1620,2010
Leeds,E08000035,9028,2010
Leicester,E06000016,5519,2010
Lewes,E07000063,658,2010
Lewisham,E09000023,4403,2010
Lichfield,E07000194,687,2010
Lincoln,E07000138,1431,2010
Liverpool,E08000012,4194,2010
Luton,E06000032,2973,2010
Maidstone,E07000110,1388,2010
Maldon,E07000074,324,2010
Manchester,E08000003,7589,2010
Mansfield,E07000174,1509,2010
Medway,E06000035,2949,2010
Melton,E07000133,377,2010
Merton,E09000024,2118,2010
Mid Sussex,E07000228,532,2010
Middlesbrough,E06000002,2579,2010
Milton Keynes,E06000042,3585,2010
Mole Valley,E07000210,608,2010
New Forest,E07000091,1529,2010
Newark and Sherwood,E07000175,811,2010
Newcastle upon Tyne,E08000021,2996,2010
Newcastle-under-Lyme,E07000195,1360,2010
Newham,E09000025,5308,2010
North East Derbyshire,E07000038,581,2010
North East Lincolnshire,E06000012,2221,2010
North Hertfordshire,E07000099,808,2010
North Kesteven,E07000139,412,2010
North Lincolnshire,E06000013,2020,2010
North Norfolk,E07000147,557,2010
North Somerset,E06000024,2002,2010
North Tyneside,E08000022,1184,2010
North Warwickshire,E07000218,423,2010
North West Leicestershire,E07000134,756,2010
Northampton,E07000154,3455,2010
Northumberland,E06000057,1753,2010
Norwich,E07000148,2160,2010
Nottingham,E06000018,5169,2010
Nuneaton and Bedworth,E07000219,1379,2010
Oadby and Wigston,E07000135,456,2010
Oldham,E08000004,2506,2010
Oxford,E07000178,2032,2010
Pendle,E07000122,892,2010
Peterborough,E06000031,2966,2010
Plymouth,E06000026,4162,2010
Poole,E06000029,1405,2010
Portsmouth,E06000044,4150,2010
Preston,E07000123,1995,2010
Reading,E06000038,2598,2010
Redbridge,E09000026,2612,2010
Redcar and Cleveland,E06000003,1500,2010
Reigate and Banstead,E07000211,1476,2010
Ribble Valley,E07000124,252,2010
Richmond upon Thames,E09000027,1388,2010
Rochdale,E08000005,2448,2010
Rochford,E07000075,368,2010
Rossendale,E07000125,508,2010
Rother,E07000064,524,2010
Rotherham,E08000018,1979,2010
Rugby,E07000220,755,2010
Runnymede,E07000212,673,2010
Rushmoor,E07000092,1123,2010
Rutland,E06000017,175,2010
Salford,E08000006,2912,2010
Sandwell,E08000028,3080,2010
Sefton,E08000014,1613,2010
Sevenoaks,E07000111,545,2010
Sheffield,E08000019,4322,2010
Shepway,E07000112,1071,2010
Shropshire,E06000051,1858,2010
Slough,E06000039,2382,2010
Solihull,E08000029,1809,2010
South Bucks,E07000006,429,2010
South Cambridgeshire,E07000012,684,2010
South Derbyshire,E07000039,795,2010
South Gloucestershire,E06000025,1950,2010
South Holland,E07000140,715,2010
South Kesteven,E07000141,942,2010
South Lakeland,E07000031,597,2010
South Norfolk,E07000149,516,2010
South Oxfordshire,E07000179,787,2010
South Ribble,E07000126,962,2010
South Staffordshire,E07000196,779,2010
South Tyneside,E08000023,1057,2010
Southampton,E06000045,5094,2010
Southend-on-Sea,E06000033,2245,2010
Southwark,E09000028,5500,2010
Spelthorne,E07000213,964,2010
St Albans,E07000240,747,2010
St. Helens,E08000013,1010,2010
Stafford,E07000197,1425,2010
Staffordshire Moorlands,E07000198,867,2010
Stevenage,E07000243,973,2010
Stockport,E08000007,1988,2010
Stockton-on-Tees,E06000004,1648,2010
Stoke-on-Trent,E06000021,5193,2010
Stroud,E07000082,809,2010
Suffolk Coastal,E07000205,691,2010
Sunderland,E08000024,2760,2010
Surrey Heath,E07000214,748,2010
Sutton,E09000029,1786,2010
Swale,E07000113,1472,2010
Swindon,E06000030,2370,2010
Tameside,E08000008,2923,2010
Tamworth,E07000199,1063,2010
Tandridge,E07000215,544,2010
Telford and Wrekin,E06000020,1639,2010
Tendring,E07000076,1518,2010
Test Valley,E07000093,1073,2010
Tewkesbury,E07000083,396,2010
Thanet,E07000114,1960,2010
Three Rivers,E07000102,323,2010
Thurrock,E06000034,1633,2010
Tonbridge and Malling,E07000115,873,2010
Torbay,E06000027,1758,2010
Tower Hamlets,E09000030,4344,2010
Trafford,E08000009,1572,2010
Tunbridge Wells,E07000116,794,2010
Uttlesford,E07000077,322,2010
Vale of White Horse,E07000180,669,2010
Wakefield,E08000036,4007,2010
Walsall,E08000030,2909,2010
Waltham Forest,E09000031,3591,2010
Wandsworth,E09000032,3597,2010
Warrington,E06000007,2067,2010
Watford,E07000103,787,2010
Waveney,E07000206,1487,2010
Waverley,E07000216,604,2010
Wealden,E07000065,563,2010
Wellingborough,E07000156,871,2010
Welwyn Hatfield,E07000241,856,2010
West Berkshire,E06000037,1316,2010
West Lancashire,E07000127,987,2010
West Lindsey,E07000142,524,2010
West Oxfordshire,E07000181,659,2010
Westminster,E09000033,5953,2010
Wigan,E08000010,2621,2010
Wiltshire,E06000054,3433,2010
Winchester,E07000094,979,2010
Windsor and Maidenhead,E06000040,1385,2010
Wirral,E08000015,1994,2010
Woking,E07000217,1141,2010
Wokingham,E06000041,710,2010
Wolverhampton,E08000031,3172,2010
Worthing,E07000229,1230,2010
Wycombe,E07000007,1471,2010
Wyre,E07000128,966,2010
York,E06000014,1928,2010
Adur,E07000223,444,2011
Allerdale,E07000026,832,2011
Amber Valley,E07000032,1021,2011
Arun,E07000224,1646,2011
Ashfield,E07000170,1263,2011
Ashford,E07000105,929,2011
Aylesbury Vale,E07000004,1122,2011
Barking and Dagenham,E09000002,3068,2011
Barnet,E09000003,2818,2011
Barnsley,E08000016,1595,2011
Barrow-in-Furness,E07000027,913,2011
Basildon,E07000066,1851,2011
Basingstoke and Deane,E07000084,1640,2011
Bassetlaw,E07000171,984,2011
Bath and North East Somerset,E06000022,1676,2011
Bedford,E06000055,1820,2011
Bexley,E09000004,1835,2011
Birmingham,E08000025,11351,2011
Blaby,E07000129,521,2011
Blackburn with Darwen,E06000008,1771,2011
Blackpool,E06000009,3539,2011
Bolsover,E07000033,716,2011
Bolton,E08000001,3078,2011
Boston,E07000136,657,2011
Bournemouth,E06000028,3050,2011
Bracknell Forest,E06000036,906,2011
Bradford,E08000032,4203,2011
Braintree,E07000067,891,2011
Breckland,E07000143,982,2011
Brent,E09000005,4606,2011
Brentwood,E07000068,568,2011
Brighton and Hove,E06000043,3305,2011
Bristol City of,E06000023,6965,2011
Broadland,E07000144,579,2011
Bromley,E09000006,2935,2011
Broxbourne,E07000095,825,2011
Burnley,E07000117,1270,2011
Bury,E08000002,1770,2011
Calderdale,E08000033,1533,2011
Cambridge,E07000008,1292,2011
Camden,E09000007,3776,2011
Cannock Chase,E07000192,1012,2011
Canterbury,E07000106,1391,2011
Carlisle,E07000028,1182,2011
Castle Point,E07000069,603,2011
Central Bedfordshire,E06000056,1784,2011
Charnwood,E07000130,1597,2011
Chelmsford,E07000070,1487,2011
Cheltenham,E07000078,1093,2011
Cherwell,E07000177,1176,2011
Cheshire East,E06000049,3170,2011
Cheshire West and Chester,E06000050,2861,2011
Chesterfield,E07000034,1246,2011
Chichester,E07000225,805,2011
Chiltern,E07000005,448,2011
Chorley,E07000118,1050,2011
City of London,E09000001,490,2011
Colchester,E07000071,2079,2011
Copeland,E07000029,618,2011
Corby,E07000150,1094,2011
Cornwall,E06000052,4936,2011
Cotswold,E07000079,431,2011
County Durham,E06000047,3453,2011
Coventry,E08000026,3413,2011
Crawley,E07000226,1333,2011
Croydon,E09000008,4785,2011
Dacorum,E07000096,880,2011
Darlington,E06000005,924,2011
Derby,E06000015,3937,2011
Derbyshire Dales,E07000035,408,2011
Doncaster,E08000017,2960,2011
Dover,E07000108,1192,2011
Dudley,E08000027,1857,2011
Ealing,E09000009,4752,2011
East Cambridgeshire,E07000009,330,2011
East Hampshire,E07000085,750,2011
East Hertfordshire,E07000242,745,2011
East Lindsey,E07000137,1179,2011
East Northamptonshire,E07000152,622,2011
East Riding of Yorkshire,E06000011,2726,2011
East Staffordshire,E07000193,962,2011
Eastbourne,E07000061,1183,2011
Eastleigh,E07000086,1093,2011
Eden,E07000030,262,2011
Elmbridge,E07000207,844,2011
Enfield,E09000010,3071,2011
Epping Forest,E07000072,1112,2011
Epsom and Ewell,E07000208,674,2011
Erewash,E07000036,1293,2011
Exeter,E07000041,1551,2011
Fareham,E07000087,787,2011
Fenland,E07000010,936,2011
Forest of Dean,E07000080,437,2011
Fylde,E07000119,560,2011
Gateshead,E08000037,924,2011
Gloucester,E07000081,1658,2011
Gosport,E07000088,1060,2011
Great Yarmouth,E07000145,1506,2011
Greenwich,E09000011,3927,2011
Guildford,E07000209,1150,2011
Hackney,E09000012,3792,2011
Halton,E06000006,1428,2011
Hammersmith and Fulham,E09000013,2783,2011
Harborough,E07000131,379,2011
Haringey,E09000014,3608,2011
Harlow,E07000073,1230,2011
Harrow,E09000015,1835,2011
Hart,E07000089,516,2011
Hartlepool,E06000001,1223,2011
Hastings,E07000062,1114,2011
Havant,E07000090,1632,2011
Havering,E09000016,2348,2011
Herefordshire County of,E06000019,1507,2011
Hertsmere,E07000098,600,2011
High Peak,E07000037,722,2011
Hillingdon,E09000017,3435,2011
Hinckley and Bosworth,E07000132,653,2011
Horsham,E07000227,632,2011
Hounslow,E09000018,3854,2011
Huntingdonshire,E07000011,1046,2011
Hyndburn,E07000120,878,2011
Ipswich,E07000202,2306,2011
Isle of Wight,E06000046,1778,2011
Isles of Scilly,E06000053,16,2011
Islington,E09000019,3308,2011
Kensington and Chelsea,E09000020,1872,2011
Kettering,E07000153,1116,2011
King`s Lynn and West Norfolk,E07000146,1137,2011
Kingston upon Hull City of,E06000010,3987,2011
Kingston upon Thames,E09000021,1816,2011
Kirklees,E08000034,3703,2011
Knowsley,E08000011,721,2011
Lambeth,E09000022,5003,2011
Lancaster,E07000121,1521,2011
Leeds,E08000035,8155,2011
Leicester,E06000016,5165,2011
Lewes,E07000063,585,2011
Lewisham,E09000023,4009,2011
Lichfield,E07000194,588,2011
Lincoln,E07000138,1485,2011
Liverpool,E08000012,4190,2011
Luton,E06000032,2818,2011
Maidstone,E07000110,1452,2011
Maldon,E07000074,312,2011
Manchester,E08000003,7404,2011
Mansfield,E07000174,1450,2011
Medway,E06000035,2753,2011
Melton,E07000133,393,2011
Merton,E09000024,1800,2011
Mid Sussex,E07000228,656,2011
Middlesbrough,E06000002,2389,2011
Milton Keynes,E06000042,2982,2011
Mole Valley,E07000210,522,2011
New Forest,E07000091,1394,2011
Newark and Sherwood,E07000175,838,2011
Newcastle upon Tyne,E08000021,2693,2011
Newcastle-under-Lyme,E07000195,1138,2011
Newham,E09000025,4736,2011
North East Derbyshire,E07000038,508,2011
North East Lincolnshire,E06000012,2014,2011
North Hertfordshire,E07000099,859,2011
North Kesteven,E07000139,445,2011
North Lincolnshire,E06000013,1821,2011
North Norfolk,E07000147,631,2011
North Somerset,E06000024,1886,2011
North Tyneside,E08000022,994,2011
North Warwickshire,E07000218,412,2011
North West Leicestershire,E07000134,650,2011
Northampton,E07000154,3502,2011
Northumberland,E06000057,1326,2011
Norwich,E07000148,2251,2011
Nottingham,E06000018,5231,2011
Nuneaton and Bedworth,E07000219,1294,2011
Oadby and Wigston,E07000135,414,2011
Oldham,E08000004,2556,2011
Oxford,E07000178,1643,2011
Pendle,E07000122,799,2011
Peterborough,E06000031,2437,2011
Plymouth,E06000026,4239,2011
Poole,E06000029,1295,2011
Portsmouth,E06000044,4510,2011
Preston,E07000123,1803,2011
Reading,E06000038,2034,2011
Redbridge,E09000026,2622,2011
Redcar and Cleveland,E06000003,1350,2011
Reigate and Banstead,E07000211,1255,2011
Ribble Valley,E07000124,261,2011
Richmond upon Thames,E09000027,1345,2011
Rochdale,E08000005,2536,2011
Rochford,E07000075,408,2011
Rossendale,E07000125,550,2011
Rother,E07000064,432,2011
Rotherham,E08000018,1786,2011
Rugby,E07000220,731,2011
Runnymede,E07000212,592,2011
Rushmoor,E07000092,1171,2011
Rutland,E06000017,154,2011
Salford,E08000006,2481,2011
Sandwell,E08000028,2554,2011
Sefton,E08000014,1609,2011
Sevenoaks,E07000111,572,2011
Sheffield,E08000019,3882,2011
Shepway,E07000112,1151,2011
Shropshire,E06000051,1942,2011
Slough,E06000039,2122,2011
Solihull,E08000029,1452,2011
South Bucks,E07000006,379,2011
South Cambridgeshire,E07000012,559,2011
South Derbyshire,E07000039,680,2011
South Gloucestershire,E06000025,1729,2011
South Holland,E07000140,620,2011
South Kesteven,E07000141,943,2011
South Lakeland,E07000031,643,2011
South Norfolk,E07000149,590,2011
South Oxfordshire,E07000179,688,2011
South Ribble,E07000126,890,2011
South Staffordshire,E07000196,567,2011
South Tyneside,E08000023,856,2011
Southampton,E06000045,4980,2011
Southend-on-Sea,E06000033,2355,2011
Southwark,E09000028,4772,2011
Spelthorne,E07000213,899,2011
St Albans,E07000240,769,2011
St. Helens,E08000013,1014,2011
Stafford,E07000197,1165,2011
Staffordshire Moorlands,E07000198,680,2011
Stevenage,E07000243,1015,2011
Stockport,E08000007,2397,2011
Stockton-on-Tees,E06000004,1693,2011
Stoke-on-Trent,E06000021,4246,2011
Stroud,E07000082,700,2011
Suffolk Coastal,E07000205,773,2011
Sunderland,E08000024,2229,2011
Surrey Heath,E07000214,693,2011
Sutton,E09000029,1869,2011
Swale,E07000113,1484,2011
Swindon,E06000030,2315,2011
Tameside,E08000008,2628,2011
Tamworth,E07000199,912,2011
Tandridge,E07000215,543,2011
Telford and Wrekin,E06000020,1599,2011
Tendring,E07000076,1535,2011
Test Valley,E07000093,1053,2011
Tewkesbury,E07000083,334,2011
Thanet,E07000114,2022,2011
Three Rivers,E07000102,333,2011
Thurrock,E06000034,1651,2011
Tonbridge and Malling,E07000115,835,2011
Torbay,E06000027,1958,2011
Tower Hamlets,E09000030,3916,2011
Trafford,E08000009,1463,2011
Tunbridge Wells,E07000116,782,2011
Uttlesford,E07000077,347,2011
Vale of White Horse,E07000180,607,2011
Wakefield,E08000036,3520,2011
Walsall,E08000030,2485,2011
Waltham Forest,E09000031,3457,2011
Wandsworth,E09000032,2960,2011
Warrington,E06000007,2009,2011
Watford,E07000103,949,2011
Waveney,E07000206,1447,2011
Waverley,E07000216,510,2011
Wealden,E07000065,558,2011
Wellingborough,E07000156,892,2011
Welwyn Hatfield,E07000241,960,2011
West Berkshire,E06000037,1203,2011
West Lancashire,E07000127,843,2011
West Lindsey,E07000142,467,2011
West Oxfordshire,E07000181,598,2011
Westminster,E09000033,5773,2011
Wigan,E08000010,2287,2011
Wiltshire,E06000054,3262,2011
Winchester,E07000094,891,2011
Windsor and Maidenhead,E06000040,1170,2011
Wirral,E08000015,1922,2011
Woking,E07000217,990,2011
Wokingham,E06000041,614,2011
Wolverhampton,E08000031,2706,2011
Worthing,E07000229,1089,2011
Wycombe,E07000007,1337,2011
Wyre,E07000128,946,2011
York,E06000014,1893,2011
Adur,E07000223,440,2012
Allerdale,E07000026,753,2012
Amber Valley,E07000032,780,2012
Arun,E07000224,1496,2012
Ashfield,E07000170,1235,2012
Ashford,E07000105,1071,2012
Aylesbury Vale,E07000004,1138,2012
Barking and Dagenham,E09000002,2552,2012
Barnet,E09000003,2580,2012
Barnsley,E08000016,1473,2012
Barrow-in-Furness,E07000027,887,2012
Basildon,E07000066,1824,2012
Basingstoke and Deane,E07000084,1533,2012
Bassetlaw,E07000171,1045,2012
Bath and North East Somerset,E06000022,1481,2012
Bedford,E06000055,1553,2012
Bexley,E09000004,1865,2012
Birmingham,E08000025,11081,2012
Blaby,E07000129,463,2012
Blackburn with Darwen,E06000008,1716,2012
Blackpool,E06000009,3514,2012
Bolsover,E07000033,615,2012
Bolton,E08000001,2771,2012
Boston,E07000136,681,2012
Bournemouth,E06000028,2308,2012
Bracknell Forest,E06000036,789,2012
Bradford,E08000032,4292,2012
Braintree,E07000067,939,2012
Breckland,E07000143,987,2012
Brent,E09000005,3993,2012
Brentwood,E07000068,458,2012
Brighton and Hove,E06000043,3249,2012
Bristol City of,E06000023,5968,2012
Broadland,E07000144,686,2012
Bromley,E09000006,2613,2012
Broxbourne,E07000095,673,2012
Burnley,E07000117,1308,2012
Bury,E08000002,1688,2012
Calderdale,E08000033,1575,2012
Cambridge,E07000008,1084,2012
Camden,E09000007,3244,2012
Cannock Chase,E07000192,968,2012
Canterbury,E07000106,1416,2012
Carlisle,E07000028,1012,2012
Castle Point,E07000069,530,2012
Central Bedfordshire,E06000056,1526,2012
Charnwood,E07000130,1372,2012
Chelmsford,E07000070,1469,2012
Cheltenham,E07000078,1079,2012
Cherwell,E07000177,957,2012
Cheshire East,E06000049,3415,2012
Cheshire West and Chester,E06000050,3157,2012
Chesterfield,E07000034,1012,2012
Chichester,E07000225,718,2012
Chiltern,E07000005,452,2012
Chorley,E07000118,1086,2012
City of London,E09000001,483,2012
Colchester,E07000071,2014,2012
Copeland,E07000029,589,2012
Corby,E07000150,895,2012
Cornwall,E06000052,5261,2012
Cotswold,E07000079,358,2012
County Durham,E06000047,3076,2012
Coventry,E08000026,3331,2012
Crawley,E07000226,1435,2012
Croydon,E09000008,4397,2012
Dacorum,E07000096,786,2012
Darlington,E06000005,760,2012
Derby,E06000015,3388,2012
Derbyshire Dales,E07000035,292,2012
Doncaster,E08000017,2589,2012
Dover,E07000108,1255,2012
Dudley,E08000027,1805,2012
Ealing,E09000009,4421,2012
East Cambridgeshire,E07000009,341,2012
East Hampshire,E07000085,618,2012
East Hertfordshire,E07000242,697,2012
East Lindsey,E07000137,1091,2012
East Northamptonshire,E07000152,479,2012
East Riding of Yorkshire,E06000011,2339,2012
East Staffordshire,E07000193,1077,2012
Eastbourne,E07000061,1163,2012
Eastleigh,E07000086,926,2012
Eden,E07000030,219,2012
Elmbridge,E07000207,691,2012
Enfield,E09000010,2886,2012
Epping Forest,E07000072,956,2012
Epsom and Ewell,E07000208,489,2012
Erewash,E07000036,1094,2012
Exeter,E07000041,1553,2012
Fareham,E07000087,705,2012
Fenland,E07000010,739,2012
Forest of Dean,E07000080,343,2012
Fylde,E07000119,533,2012
Gateshead,E08000037,864,2012
Gloucester,E07000081,1385,2012
Gosport,E07000088,973,2012
Great Yarmouth,E07000145,1290,2012
Greenwich,E09000011,3511,2012
Guildford,E07000209,1031,2012
Hackney,E09000012,3806,2012
Halton,E06000006,1517,2012
Hammersmith and Fulham,E09000013,2671,2012
Harborough,E07000131,321,2012
Haringey,E09000014,3304,2012
Harlow,E07000073,1106,2012
Harrow,E09000015,1864,2012
Hart,E07000089,420,2012
Hartlepool,E06000001,1170,2012
Hastings,E07000062,1233,2012
Havant,E07000090,1413,2012
Havering,E09000016,2195,2012
Herefordshire County of,E06000019,1499,2012
Hertsmere,E07000098,517,2012
High Peak,E07000037,697,2012
Hillingdon,E09000017,3065,2012
Hinckley and Bosworth,E07000132,624,2012
Horsham,E07000227,619,2012
Hounslow,E09000018,3331,2012
Huntingdonshire,E07000011,894,2012
Hyndburn,E07000120,877,2012
Ipswich,E07000202,1985,2012
Isle of Wight,E06000046,1594,2012
Isles of Scilly,E06000053,11,2012
Islington,E09000019,3287,2012
Kensington and Chelsea,E09000020,1792,2012
Kettering,E07000153,1087,2012
King`s Lynn and West Norfolk,E07000146,1151,2012
Kingston upon Hull City of,E06000010,3823,2012
Kingston upon Thames,E09000021,1505,2012
Kirklees,E08000034,3327,2012
Knowsley,E08000011,856,2012
Lambeth,E09000022,4651,2012
Lancaster,E07000121,1314,2012
Leeds,E08000035,6998,2012
Leicester,E06000016,4753,2012
Lewes,E07000063,673,2012
Lewisham,E09000023,3760,2012
Lichfield,E07000194,547,2012
Lincoln,E07000138,1349,2012
Liverpool,E08000012,4574,2012
Luton,E06000032,2495,2012
Maidstone,E07000110,1472,2012
Maldon,E07000074,372,2012
Manchester,E08000003,6432,2012
Mansfield,E07000174,1451,2012
Medway,E06000035,3159,2012
Melton,E07000133,407,2012
Merton,E09000024,1659,2012
Mid Sussex,E07000228,753,2012
Middlesbrough,E06000002,2221,2012
Milton Keynes,E06000042,2603,2012
Mole Valley,E07000210,473,2012
New Forest,E07000091,1223,2012
Newark and Sherwood,E07000175,897,2012
Newcastle upon Tyne,E08000021,2485,2012
Newcastle-under-Lyme,E07000195,1199,2012
Newham,E09000025,4504,2012
North East Derbyshire,E07000038,400,2012
North East Lincolnshire,E06000012,2225,2012
North Hertfordshire,E07000099,751,2012
North Kesteven,E07000139,337,2012
North Lincolnshire,E06000013,1887,2012
North Norfolk,E07000147,642,2012
North Somerset,E06000024,1655,2012
North Tyneside,E08000022,891,2012
North Warwickshire,E07000218,359,2012
North West Leicestershire,E07000134,633,2012
Northampton,E07000154,3255,2012
